-20.00160172551077,0,-20.00160172551077,0
-19.99014458441257,0,-19.99014458441257,0
-19.97868744331435,0,-19.97868744331435,0
-19.96723030221614,0,-19.96723030221614,0
-19.95577316111793,0,-19.95577316111793,0
-19.94431602001972,0,-19.94431602001972,0
-19.93285887892151,0,-19.93285887892151,0
-19.9214017378233,0,-19.9214017378233,0
-19.90994459672509,0,-19.90994459672509,0
-19.89848745562688,0,-19.89848745562688,0
-19.88703031452867,0,-19.88703031452867,0
-19.87557317343046,0,-19.87557317343046,0
-19.86411603233225,0,-19.86411603233225,0
-19.85265889123404,0,-19.85265889123404,0
-19.84120175013583,0,-19.84120175013583,0
-19.82974460903762,0,-19.82974460903762,0
-19.81828746793941,0,-19.81828746793941,0
-19.8068303268412,0,-19.8068303268412,0
-19.79537318574299,0,-19.79537318574299,0
-19.78391604464478,0,-19.78391604464478,0
-19.77245890354656,0,-19.77245890354656,0
-19.76100176244836,0,-19.76100176244836,0
-19.74954462135014,0,-19.74954462135014,0
-19.73808748025193,0,-19.73808748025193,0
-19.72663033915372,0,-19.72663033915372,0
-19.71517319805551,0,-19.71517319805551,0
-19.7037160569573,0,-19.7037160569573,0
-19.69225891585909,0,-19.69225891585909,0
-19.68080177476088,0,-19.68080177476088,0
-19.66934463366267,0,-19.66934463366267,0
-19.65788749256446,0,-19.65788749256446,0
-19.64643035146625,0,-19.64643035146625,0
-19.63497321036804,0,-19.63497321036804,0
-19.62351606926983,0,-19.62351606926983,0
-19.61205892817162,0,-19.61205892817162,0
-19.60060178707341,0,-19.60060178707341,0
-19.5891446459752,0,-19.5891446459752,0
-19.57768750487699,0,-19.57768750487699,0
-19.56623036377878,0,-19.56623036377878,0
-19.55477322268057,0,-19.55477322268057,0
-19.54331608158236,0,-19.54331608158236,0
-19.53185894048415,0,-19.53185894048415,0
-19.52040179938594,0,-19.52040179938594,0
-19.50894465828772,0,-19.50894465828772,0
-19.49748751718952,0,-19.49748751718952,0
-19.4860303760913,0,-19.4860303760913,0
-19.4745732349931,0,-19.4745732349931,0
-19.46311609389488,0,-19.46311609389488,0
-19.45165895279667,0,-19.45165895279667,0
-19.44020181169846,0,-19.44020181169846,0
-19.42874467060025,0,-19.42874467060025,0
-19.41728752950204,0,-19.41728752950204,0
-19.40583038840383,0,-19.40583038840383,0
-19.39437324730562,0,-19.39437324730562,0
-19.38291610620741,0,-19.38291610620741,0
-19.3714589651092,0,-19.3714589651092,0
-19.36000182401099,0,-19.36000182401099,0
-19.34854468291278,0,-19.34854468291278,0
-19.33708754181457,0,-19.33708754181457,0
-19.32563040071636,0,-19.32563040071636,0
-19.31417325961815,0,-19.31417325961815,0
-19.30271611851994,0,-19.30271611851994,0
-19.29125897742173,0,-19.29125897742173,0
-19.27980183632351,0,-19.27980183632351,0
-19.26834469522531,0,-19.26834469522531,0
-19.25688755412709,0,-19.25688755412709,0
-19.24543041302889,0,-19.24543041302889,0
-19.23397327193067,0,-19.23397327193067,0
-19.22251613083246,0,-19.22251613083246,0
-19.21105898973425,0,-19.21105898973425,0
-19.19960184863604,0,-19.19960184863604,0
-19.18814470753783,0,-19.18814470753783,0
-19.17668756643962,0,-19.17668756643962,0
-19.16523042534141,0,-19.16523042534141,0
-19.1537732842432,0,-19.1537732842432,0
-19.14231614314499,0,-19.14231614314499,0
-19.13085900204678,0,-19.13085900204678,0
-19.11940186094857,0,-19.11940186094857,0
-19.10794471985036,0,-19.10794471985036,0
-19.09648757875215,0,-19.09648757875215,0
-19.08503043765394,0,-19.08503043765394,0
-19.07357329655573,0,-19.07357329655573,0
-19.06211615545752,0,-19.06211615545752,0
-19.05065901435931,0,-19.05065901435931,0
-19.0392018732611,0,-19.0392018732611,0
-19.02774473216289,0,-19.02774473216289,0
-19.01628759106468,0,-19.01628759106468,0
-19.00483044996647,0,-19.00483044996647,0
-18.99337330886825,0,-18.99337330886825,0
-18.98191616777005,0,-18.98191616777005,0
-18.97045902667183,0,-18.97045902667183,0
-18.95900188557362,0,-18.95900188557362,0
-18.94754474447541,0,-18.94754474447541,0
-18.9360876033772,0,-18.9360876033772,0
-18.92463046227899,0,-18.92463046227899,0
-18.91317332118078,0,-18.91317332118078,1.842379045658987e-005
-18.90171618008257,0,-18.90171618008257,2.383732132290625e-005
-18.89025903898436,0,-18.89025903898436,3.074048481395194e-005
-18.87880189788615,0,-18.87880189788615,3.951288777684887e-005
-18.86734475678794,0,-18.86734475678794,5.062227119083133e-005
-18.85588761568973,0,-18.85588761568973,6.464266874020633e-005
-18.84443047459152,0,-18.84443047459152,8.227572654699002e-005
-18.83297333349331,0,-18.83297333349331,0.0001043755966321487
-18.8215161923951,0,-18.8215161923951,0.0001319778388806217
-18.81005905129689,0,-18.81005905129689,0.0001663327817595353
-18.79860191019868,0,-18.79860191019868,0.000208943798421494
-18.78714476910047,0,-18.78714476910047,0.0002616109494494359
-18.77568762800226,0,-18.77568762800226,0.0003264804234192304
-18.76423048690405,0,-18.76423048690405,0.0004061001684875588
-18.75277334580584,0,-18.75277334580584,0.0005034820490025726
-18.74131620470763,0,-18.74131620470763,0.0006221707772522229
-18.72985906360941,0,-18.72985906360941,0.0007663197585189665
-18.71840192251121,0,-18.71840192251121,0.0009407738443952321
-18.70694478141299,0,-18.70694478141299,0.001151158811987604
-18.69548764031478,0,-18.69548764031478,0.00140397717291671
-18.68403049921657,0,-18.68403049921657,0.00170670966440749
-18.67257335811836,0,-18.67257335811836,0.002067921484792566
-18.66111621702015,0,-18.66111621702015,0.002497372008234187
-18.64965907592194,0,-18.64965907592194,0.003006126350760373
-18.63820193482373,0,-18.63820193482373,0.003606666765946598
-18.62674479372552,0,-18.62674479372552,0.004313001429901467
-18.61528765262731,0,-18.61528765262731,0.005140767739972471
-18.6038305115291,0,-18.6038305115291,0.006107326810435836
-18.59237337043089,0,-18.59237337043089,0.007231845414410275
-18.58091622933268,0,-18.58091622933268,0.008535361209716571
-18.56945908823447,0,-18.56945908823447,0.01004082671497121
-18.55800194713626,0,-18.55800194713626,0.01177312719036462
-18.54654480603805,0,-18.54654480603805,0.01375906734638085
-18.53508766493984,0,-18.53508766493984,0.0160273216752113
-18.52363052384163,0,-18.52363052384163,0.0186083431961655
-18.51217338274342,0,-18.51217338274342,0.02153422554985343
-18.5007162416452,0,-18.5007162416452,0.02483851368674177
